date,place_category,change_from_baseline
2020-06-14,transit_stations_avg,-44.71
2020-06-14,workplaces_avg,-19.57
2020-06-14,residential_avg,12.71
2020-06-15,retail_recreation,-21
2020-06-15,grocery_pharmacy,-6
2020-06-15,parks,-21
2020-06-15,transit_stations,-42
2020-06-15,workplaces,-23
2020-06-15,residential,13
2020-06-15,retail_recreation_avg,-25.29
2020-06-15,grocery_pharmacy_avg,-7
2020-06-15,parks_avg,-23.57
2020-06-15,transit_stations_avg,-44.14
2020-06-15,workplaces_avg,-19.43
2020-06-15,residential_avg,12.71
2020-06-16,retail_recreation,-22
2020-06-16,grocery_pharmacy,-5
2020-06-16,parks,-19
2020-06-16,transit_stations,-40
2020-06-16,workplaces,-24
2020-06-16,residential,12
2020-06-16,retail_recreation_avg,-24.71
2020-06-16,grocery_pharmacy_avg,-6.71
2020-06-16,parks_avg,-23.14
2020-06-16,transit_stations_avg,-43.57
2020-06-16,workplaces_avg,-19.29
2020-06-16,residential_avg,12.57
2020-06-17,retail_recreation,-22
2020-06-17,grocery_pharmacy,-5
2020-06-17,parks,-19
2020-06-17,transit_stations,-40
2020-06-17,workplaces,-24
2020-06-17,residential,12
2020-06-17,retail_recreation_avg,-24.43
2020-06-17,grocery_pharmacy_avg,-6.86
2020-06-17,parks_avg,-23.14
2020-06-17,transit_stations_avg,-43.14
2020-06-17,workplaces_avg,-19.14
2020-06-17,residential_avg,12.43
2020-06-18,retail_recreation,-22
2020-06-18,grocery_pharmacy,-7
2020-06-18,parks,-21
2020-06-18,transit_stations,-41
2020-06-18,workplaces,-24
2020-06-18,residential,12
2020-06-18,retail_recreation_avg,-24.29
2020-06-18,grocery_pharmacy_avg,-7.14
2020-06-18,parks_avg,-23.29
2020-06-18,transit_stations_avg,-42.71
2020-06-18,workplaces_avg,-19
2020-06-18,residential_avg,12.14
2020-06-19,retail_recreation,-24
2020-06-19,grocery_pharmacy,-10
2020-06-19,parks,-26
2020-06-19,transit_stations,-43
2020-06-19,workplaces,-23
2020-06-19,residential,13
2020-06-19,retail_recreation_avg,-24
2020-06-19,grocery_pharmacy_avg,-7.29
2020-06-19,parks_avg,-23.29
2020-06-19,transit_stations_avg,-42.29
2020-06-19,workplaces_avg,-19
2020-06-19,residential_avg,12
2020-06-20,retail_recreation,-25
2020-06-20,grocery_pharmacy,-7
2020-06-20,parks,-28
2020-06-20,transit_stations,-41
2020-06-20,workplaces,-13
2020-06-20,residential,10
2020-06-20,retail_recreation_avg,-23.57
2020-06-20,grocery_pharmacy_avg,-7.14
2020-06-20,parks_avg,-23
2020-06-20,transit_stations_avg,-41.86
2020-06-20,workplaces_avg,-18.86
2020-06-20,residential_avg,11.71
2020-06-21,retail_recreation,-28
2020-06-21,grocery_pharmacy,-11
2020-06-21,parks,-26
2020-06-21,transit_stations,-43
2020-06-21,workplaces,-1
2020-06-21,residential,10
2020-06-21,retail_recreation_avg,-23.43
2020-06-21,grocery_pharmacy_avg,-7.29
2020-06-21,parks_avg,-22.86
2020-06-21,transit_stations_avg,-41.43
2020-06-21,workplaces_avg,-18.86
2020-06-21,residential_avg,11.71
2020-06-22,retail_recreation,-21
2020-06-22,grocery_pharmacy,-8
2020-06-22,parks,-20
2020-06-22,transit_stations,-41
2020-06-22,workplaces,-25
2020-06-22,residential,13
2020-06-22,retail_recreation_avg,-23.43
2020-06-22,grocery_pharmacy_avg,-7.57
2020-06-22,parks_avg,-22.71
2020-06-22,transit_stations_avg,-41.29
2020-06-22,workplaces_avg,-19.14
2020-06-22,residential_avg,11.71
2020-06-23,retail_recreation,-22
2020-06-23,grocery_pharmacy,-7
2020-06-23,parks,-19
2020-06-23,transit_stations,-39
2020-06-23,workplaces,-26
2020-06-23,residential,12
2020-06-23,retail_recreation_avg,-23.43
2020-06-23,grocery_pharmacy_avg,-7.86
2020-06-23,parks_avg,-22.71
2020-06-23,transit_stations_avg,-41.14
2020-06-23,workplaces_avg,-19.43
2020-06-23,residential_avg,11.71
2020-06-24,retail_recreation,-22
2020-06-24,grocery_pharmacy,-7
2020-06-24,parks,-18
2020-06-24,transit_stations,-39
2020-06-24,workplaces,-25
2020-06-24,residential,12
2020-06-24,retail_recreation_avg,-23.43
2020-06-24,grocery_pharmacy_avg,-8.14
2020-06-24,parks_avg,-22.57
2020-06-24,transit_stations_avg,-41
2020-06-24,workplaces_avg,-19.57
2020-06-24,residential_avg,11.71
2020-06-25,retail_recreation,-21
2020-06-25,grocery_pharmacy,-4
2020-06-25,parks,-18
2020-06-25,transit_stations,-39
2020-06-25,workplaces,-25
2020-06-25,residential,12
2020-06-25,retail_recreation_avg,-23.29
2020-06-25,grocery_pharmacy_avg,-7.71
2020-06-25,parks_avg,-22.14
2020-06-25,transit_stations_avg,-40.71
2020-06-25,workplaces_avg,-19.71
2020-06-25,residential_avg,11.71
2020-06-26,retail_recreation,-23
2020-06-26,grocery_pharmacy,-7
2020-06-26,parks,-24
2020-06-26,transit_stations,-40
2020-06-26,workplaces,-23
2020-06-26,residential,13
2020-06-26,retail_recreation_avg,-23.14
2020-06-26,grocery_pharmacy_avg,-7.29
2020-06-26,parks_avg,-21.86
2020-06-26,transit_stations_avg,-40.29
2020-06-26,workplaces_avg,-19.71
2020-06-26,residential_avg,11.71
2020-06-27,retail_recreation,-23
2020-06-27,grocery_pharmacy,-5
2020-06-27,parks,-24
2020-06-27,transit_stations,-37
2020-06-27,workplaces,-14
2020-06-27,residential,10
2020-06-27,retail_recreation_avg,-22.86
2020-06-27,grocery_pharmacy_avg,-7
2020-06-27,parks_avg,-21.29
2020-06-27,transit_stations_avg,-39.71
2020-06-27,workplaces_avg,-19.86
2020-06-27,residential_avg,11.71
2020-06-28,retail_recreation,-26
2020-06-28,grocery_pharmacy,-8
2020-06-28,parks,-21
2020-06-28,transit_stations,-40
2020-06-28,workplaces,-1
2020-06-28,residential,9
2020-06-28,retail_recreation_avg,-22.57
2020-06-28,grocery_pharmacy_avg,-6.57
2020-06-28,parks_avg,-20.57
2020-06-28,transit_stations_avg,-39.29
2020-06-28,workplaces_avg,-19.86
2020-06-28,residential_avg,11.57
2020-06-29,retail_recreation,-19
2020-06-29,grocery_pharmacy,-5
2020-06-29,parks,-16
2020-06-29,transit_stations,-39
2020-06-29,workplaces,-24
2020-06-29,residential,12
2020-06-29,retail_recreation_avg,-22.29
2020-06-29,grocery_pharmacy_avg,-6.14
2020-06-29,parks_avg,-20
2020-06-29,transit_stations_avg,-39
2020-06-29,workplaces_avg,-19.71
2020-06-29,residential_avg,11.43
2020-06-30,retail_recreation,-17
2020-06-30,grocery_pharmacy,0
2020-06-30,parks,-16
2020-06-30,transit_stations,-37
2020-06-30,workplaces,-24
2020-06-30,residential,11
2020-06-30,retail_recreation_avg,-21.57
2020-06-30,grocery_pharmacy_avg,-5.14
2020-06-30,parks_avg,-19.57
2020-06-30,transit_stations_avg,-38.71
2020-06-30,workplaces_avg,-19.43
2020-06-30,residential_avg,11.29
2020-07-01,retail_recreation,-16
2020-07-01,grocery_pharmacy,2
2020-07-01,parks,-14
2020-07-01,transit_stations,-36
2020-07-01,workplaces,-24
2020-07-01,residential,11
2020-07-01,retail_recreation_avg,-20.71
2020-07-01,grocery_pharmacy_avg,-3.86
2020-07-01,parks_avg,-19
2020-07-01,transit_stations_avg,-38.29
2020-07-01,workplaces_avg,-19.29
2020-07-01,residential_avg,11.14
2020-07-02,retail_recreation,-17
2020-07-02,grocery_pharmacy,-1
2020-07-02,parks,-16
2020-07-02,transit_stations,-36
2020-07-02,workplaces,-25
2020-07-02,residential,12
2020-07-02,retail_recreation_avg,-20.14
2020-07-02,grocery_pharmacy_avg,-3.43
2020-07-02,parks_avg,-18.71
2020-07-02,transit_stations_avg,-37.86
2020-07-02,workplaces_avg,-19.29
2020-07-02,residential_avg,11.14
2020-07-03,retail_recreation,-18
2020-07-03,grocery_pharmacy,-2
2020-07-03,parks,-19
2020-07-03,transit_stations,-37
2020-07-03,workplaces,-23
2020-07-03,residential,12
2020-07-03,retail_recreation_avg,-19.43
2020-07-03,grocery_pharmacy_avg,-2.71
2020-07-03,parks_avg,-18
2020-07-03,transit_stations_avg,-37.43
2020-07-03,workplaces_avg,-19.29
2020-07-03,residential_avg,11
2020-07-04,retail_recreation,-18
2020-07-04,grocery_pharmacy,-1
2020-07-04,parks,-18
2020-07-04,transit_stations,-34
2020-07-04,workplaces,-15
2020-07-04,residential,9
2020-07-04,retail_recreation_avg,-18.71
2020-07-04,grocery_pharmacy_avg,-2.14
2020-07-04,parks_avg,-17.14
2020-07-04,transit_stations_avg,-37
2020-07-04,workplaces_avg,-19.43
2020-07-04,residential_avg,10.86
2020-07-05,retail_recreation,-20
2020-07-05,grocery_pharmacy,-2
2020-07-05,parks,-14
2020-07-05,transit_stations,-35
2020-07-05,workplaces,-2
2020-07-05,residential,8
2020-07-05,retail_recreation_avg,-17.86
2020-07-05,grocery_pharmacy_avg,-1.29
2020-07-05,parks_avg,-16.14
2020-07-05,transit_stations_avg,-36.29
2020-07-05,workplaces_avg,-19.57
2020-07-05,residential_avg,10.71
2020-07-06,retail_recreation,-18
2020-07-06,grocery_pharmacy,-4
2020-07-06,parks,-18
2020-07-06,transit_stations,-37
2020-07-06,workplaces,-25
2020-07-06,residential,12
2020-07-06,retail_recreation_avg,-17.71
2020-07-06,grocery_pharmacy_avg,-1.14
2020-07-06,parks_avg,-16.43
2020-07-06,transit_stations_avg,-36
2020-07-06,workplaces_avg,-19.71
2020-07-06,residential_avg,10.71
2020-07-07,retail_recreation,-14
2020-07-07,grocery_pharmacy,1
2020-07-07,parks,-13
2020-07-07,transit_stations,-33
2020-07-07,workplaces,-25
2020-07-07,residential,11
2020-07-07,retail_recreation_avg,-17.29
2020-07-07,grocery_pharmacy_avg,-1
2020-07-07,parks_avg,-16
2020-07-07,transit_stations_avg,-35.43
2020-07-07,workplaces_avg,-19.86
2020-07-07,residential_avg,10.71
2020-07-08,retail_recreation,-16
2020-07-08,grocery_pharmacy,-2
2020-07-08,parks,-14
2020-07-08,transit_stations,-34
2020-07-08,workplaces,-24
2020-07-08,residential,11
2020-07-08,retail_recreation_avg,-17.29
2020-07-08,grocery_pharmacy_avg,-1.57
2020-07-08,parks_avg,-16
2020-07-08,transit_stations_avg,-35.14
2020-07-08,workplaces_avg,-19.86
2020-07-08,residential_avg,10.71
2020-07-09,retail_recreation,-16
2020-07-09,grocery_pharmacy,-1
2020-07-09,parks,-15
2020-07-09,transit_stations,-34
2020-07-09,workplaces,-24
2020-07-09,residential,12
2020-07-09,retail_recreation_avg,-17.14
2020-07-09,grocery_pharmacy_avg,-1.57
2020-07-09,parks_avg,-15.86
2020-07-09,transit_stations_avg,-34.86
2020-07-09,workplaces_avg,-19.71
2020-07-09,residential_avg,10.71
2020-07-10,retail_recreation,-18
2020-07-10,grocery_pharmacy,-4
2020-07-10,parks,-19
2020-07-10,transit_stations,-36
2020-07-10,workplaces,-22
2020-07-10,residential,12
2020-07-10,retail_recreation_avg,-17.14
2020-07-10,grocery_pharmacy_avg,-1.86
2020-07-10,parks_avg,-15.86
2020-07-10,transit_stations_avg,-34.71
2020-07-10,workplaces_avg,-19.57
2020-07-10,residential_avg,10.71
2020-07-11,retail_recreation,-19
2020-07-11,grocery_pharmacy,-2
2020-07-11,parks,-19
2020-07-11,transit_stations,-33
2020-07-11,workplaces,-12
2020-07-11,residential,9
2020-07-11,retail_recreation_avg,-17.29
2020-07-11,grocery_pharmacy_avg,-2
2020-07-11,parks_avg,-16
2020-07-11,transit_stations_avg,-34.57
2020-07-11,workplaces_avg,-19.14
2020-07-11,residential_avg,10.71
2020-07-12,retail_recreation,-20
2020-07-12,grocery_pharmacy,-4
2020-07-12,parks,-16
2020-07-12,transit_stations,-36
2020-07-12,workplaces,-1
2020-07-12,residential,9
2020-07-12,retail_recreation_avg,-17.29
2020-07-12,grocery_pharmacy_avg,-2.29
2020-07-12,parks_avg,-16.29
2020-07-12,transit_stations_avg,-34.71
2020-07-12,workplaces_avg,-19
2020-07-12,residential_avg,10.86
2020-07-13,retail_recreation,-16
2020-07-13,grocery_pharmacy,-4
2020-07-13,parks,-17
2020-07-13,transit_stations,-37
2020-07-13,workplaces,-22
2020-07-13,residential,12
2020-07-13,retail_recreation_avg,-17
2020-07-13,grocery_pharmacy_avg,-2.29
2020-07-13,parks_avg,-16.14
2020-07-13,transit_stations_avg,-34.71
2020-07-13,workplaces_avg,-18.57
2020-07-13,residential_avg,10.86
2020-07-14,retail_recreation,-18
2020-07-14,grocery_pharmacy,-5
2020-07-14,parks,-18
2020-07-14,transit_stations,-36
2020-07-14,workplaces,-23
2020-07-14,residential,12
2020-07-14,retail_recreation_avg,-17.57
2020-07-14,grocery_pharmacy_avg,-3.14
2020-07-14,parks_avg,-16.86
2020-07-14,transit_stations_avg,-35.14
2020-07-14,workplaces_avg,-18.29
2020-07-14,residential_avg,11
2020-07-15,retail_recreation,-17
2020-07-15,grocery_pharmacy,-4
2020-07-15,parks,-17
2020-07-15,transit_stations,-36
2020-07-15,workplaces,-22
2020-07-15,residential,12
2020-07-15,retail_recreation_avg,-17.71
2020-07-15,grocery_pharmacy_avg,-3.43
2020-07-15,parks_avg,-17.29
2020-07-15,transit_stations_avg,-35.43
2020-07-15,workplaces_avg,-18
2020-07-15,residential_avg,11.14
2020-07-16,retail_recreation,-17
2020-07-16,grocery_pharmacy,-3
2020-07-16,parks,-17
2020-07-16,transit_stations,-35
2020-07-16,workplaces,-22
2020-07-16,residential,12
2020-07-16,retail_recreation_avg,-17.86
2020-07-16,grocery_pharmacy_avg,-3.71
2020-07-16,parks_avg,-17.57
2020-07-16,transit_stations_avg,-35.57
2020-07-16,workplaces_avg,-17.71
2020-07-16,residential_avg,11.14
2020-07-17,retail_recreation,-19
2020-07-17,grocery_pharmacy,-6
2020-07-17,parks,-21
2020-07-17,transit_stations,-38
2020-07-17,workplaces,-21
2020-07-17,residential,13
2020-07-17,retail_recreation_avg,-18
2020-07-17,grocery_pharmacy_avg,-4
2020-07-17,parks_avg,-17.86
2020-07-17,transit_stations_avg,-35.86
2020-07-17,workplaces_avg,-17.57
2020-07-17,residential_avg,11.29
2020-07-18,retail_recreation,-19
2020-07-18,grocery_pharmacy,-4
2020-07-18,parks,-21
2020-07-18,transit_stations,-36
2020-07-18,workplaces,-11
2020-07-18,residential,10
2020-07-18,retail_recreation_avg,-18
2020-07-18,grocery_pharmacy_avg,-4.29
2020-07-18,parks_avg,-18.14
2020-07-18,transit_stations_avg,-36.29
2020-07-18,workplaces_avg,-17.43
2020-07-18,residential_avg,11.43
2020-07-19,retail_recreation,-21
2020-07-19,grocery_pharmacy,-6
2020-07-19,parks,-18
2020-07-19,transit_stations,-38
2020-07-19,workplaces,0
2020-07-19,residential,9
2020-07-19,retail_recreation_avg,-18.14
2020-07-19,grocery_pharmacy_avg,-4.57
2020-07-19,parks_avg,-18.43
2020-07-19,transit_stations_avg,-36.57
2020-07-19,workplaces_avg,-17.29
2020-07-19,residential_avg,11.43
2020-07-20,retail_recreation,-16
2020-07-20,grocery_pharmacy,-4
2020-07-20,parks,-17
2020-07-20,transit_stations,-37
2020-07-20,workplaces,-22
2020-07-20,residential,12
2020-07-20,retail_recreation_avg,-18.14
2020-07-20,grocery_pharmacy_avg,-4.57
2020-07-20,parks_avg,-18.43
2020-07-20,transit_stations_avg,-36.57
2020-07-20,workplaces_avg,-17.29
2020-07-20,residential_avg,11.43
2020-07-21,retail_recreation,-18
2020-07-21,grocery_pharmacy,-6
2020-07-21,parks,-18
2020-07-21,transit_stations,-36
2020-07-21,workplaces,-23
2020-07-21,residential,12
2020-07-21,retail_recreation_avg,-18.14
2020-07-21,grocery_pharmacy_avg,-4.71
2020-07-21,parks_avg,-18.43
2020-07-21,transit_stations_avg,-36.57
2020-07-21,workplaces_avg,-17.29
2020-07-21,residential_avg,11.43
2020-07-22,retail_recreation,-18
2020-07-22,grocery_pharmacy,-6
2020-07-22,parks,-17
2020-07-22,transit_stations,-37
2020-07-22,workplaces,-22
2020-07-22,residential,12
2020-07-22,retail_recreation_avg,-18.29
2020-07-22,grocery_pharmacy_avg,-5
2020-07-22,parks_avg,-18.43
2020-07-22,transit_stations_avg,-36.71
2020-07-22,workplaces_avg,-17.29
2020-07-22,residential_avg,11.43
2020-07-23,retail_recreation,-19
2020-07-23,grocery_pharmacy,-5
2020-07-23,parks,-18
2020-07-23,transit_stations,-37
2020-07-23,workplaces,-22
2020-07-23,residential,12
2020-07-23,retail_recreation_avg,-18.57
2020-07-23,grocery_pharmacy_avg,-5.29
2020-07-23,parks_avg,-18.57
2020-07-23,transit_stations_avg,-37
2020-07-23,workplaces_avg,-17.29
2020-07-23,residential_avg,11.43
2020-07-24,retail_recreation,-19
2020-07-24,grocery_pharmacy,-6
2020-07-24,parks,-19
2020-07-24,transit_stations,-37
2020-07-24,workplaces,-20
2020-07-24,residential,13
2020-07-24,retail_recreation_avg,-18.57
2020-07-24,grocery_pharmacy_avg,-5.29
2020-07-24,parks_avg,-18.29
2020-07-24,transit_stations_avg,-36.86
2020-07-24,workplaces_avg,-17.14
2020-07-24,residential_avg,11.43
2020-07-25,retail_recreation,-18
2020-07-25,grocery_pharmacy,-2
2020-07-25,parks,-20
2020-07-25,transit_stations,-33
2020-07-25,workplaces,-12
2020-07-25,residential,10
2020-07-25,retail_recreation_avg,-18.43
2020-07-25,grocery_pharmacy_avg,-5
2020-07-25,parks_avg,-18.14
2020-07-25,transit_stations_avg,-36.43
2020-07-25,workplaces_avg,-17.29
2020-07-25,residential_avg,11.43
2020-07-26,retail_recreation,-21
2020-07-26,grocery_pharmacy,-5
2020-07-26,parks,-18
2020-07-26,transit_stations,-37
2020-07-26,workplaces,0
2020-07-26,residential,10
2020-07-26,retail_recreation_avg,-18.43
2020-07-26,grocery_pharmacy_avg,-4.86
2020-07-26,parks_avg,-18.14
2020-07-26,transit_stations_avg,-36.29
2020-07-26,workplaces_avg,-17.29
2020-07-26,residential_avg,11.57
2020-07-27,retail_recreation,-16
2020-07-27,grocery_pharmacy,-3
2020-07-27,parks,-15
2020-07-27,transit_stations,-36
2020-07-27,workplaces,-22
2020-07-27,residential,12
2020-07-27,retail_recreation_avg,-18.43
2020-07-27,grocery_pharmacy_avg,-4.71
2020-07-27,parks_avg,-17.86
2020-07-27,transit_stations_avg,-36.14
2020-07-27,workplaces_avg,-17.29
2020-07-27,residential_avg,11.57
2020-07-28,retail_recreation,-16
2020-07-28,grocery_pharmacy,-1
2020-07-28,parks,-15
2020-07-28,transit_stations,-33
2020-07-28,workplaces,-23
2020-07-28,residential,12
2020-07-28,retail_recreation_avg,-18.14
2020-07-28,grocery_pharmacy_avg,-4
2020-07-28,parks_avg,-17.43
2020-07-28,transit_stations_avg,-35.71
2020-07-28,workplaces_avg,-17.29
2020-07-28,residential_avg,11.57
2020-07-29,retail_recreation,-14
2020-07-29,grocery_pharmacy,3
2020-07-29,parks,-12
2020-07-29,transit_stations,-30
2020-07-29,workplaces,-24
2020-07-29,residential,12
2020-07-29,retail_recreation_avg,-17.57
2020-07-29,grocery_pharmacy_avg,-2.71
2020-07-29,parks_avg,-16.71
2020-07-29,transit_stations_avg,-34.71
2020-07-29,workplaces_avg,-17.57
2020-07-29,residential_avg,11.57
2020-07-30,retail_recreation,-7
2020-07-30,grocery_pharmacy,18
2020-07-30,parks,-2
2020-07-30,transit_stations,-20
2020-07-30,workplaces,-26
2020-07-30,residential,9
2020-07-30,retail_recreation_avg,-15.86
2020-07-30,grocery_pharmacy_avg,0.57
2020-07-30,parks_avg,-14.43
2020-07-30,transit_stations_avg,-32.29
2020-07-30,workplaces_avg,-18.14
2020-07-30,residential_avg,11.14
2020-07-31,retail_recreation,-29
2020-07-31,grocery_pharmacy,-13
2020-07-31,parks,-2
2020-07-31,transit_stations,-45
2020-07-31,workplaces,-62
2020-07-31,residential,18
2020-07-31,retail_recreation_avg,-17.29
2020-07-31,grocery_pharmacy_avg,-0.43
2020-07-31,parks_avg,-12
2020-07-31,transit_stations_avg,-33.43
2020-07-31,workplaces_avg,-24.14
2020-07-31,residential_avg,11.86
2020-08-01,retail_recreation,-22
2020-08-01,grocery_pharmacy,-2
2020-08-01,parks,-8
2020-08-01,transit_stations,-37
2020-08-01,workplaces,-26
2020-08-01,residential,10
2020-08-01,retail_recreation_avg,-17.86
2020-08-01,grocery_pharmacy_avg,-0.43
2020-08-01,parks_avg,-10.29
2020-08-01,transit_stations_avg,-34
2020-08-01,workplaces_avg,-26.14
2020-08-01,residential_avg,11.86
2020-08-02,retail_recreation,-20
2020-08-02,grocery_pharmacy,-1
2020-08-02,parks,-8
2020-08-02,transit_stations,-29
2020-08-02,workplaces,-5
2020-08-02,residential,7
2020-08-02,retail_recreation_avg,-17.71
2020-08-02,grocery_pharmacy_avg,0.14
2020-08-02,parks_avg,-8.86
2020-08-02,transit_stations_avg,-32.86
2020-08-02,workplaces_avg,-26.86
2020-08-02,residential_avg,11.43
2020-08-03,retail_recreation,-13
2020-08-03,grocery_pharmacy,2
2020-08-03,parks,-6
2020-08-03,transit_stations,-31
2020-08-03,workplaces,-24
2020-08-03,residential,11
2020-08-03,retail_recreation_avg,-17.29
2020-08-03,grocery_pharmacy_avg,0.86
2020-08-03,parks_avg,-7.57
2020-08-03,transit_stations_avg,-32.14
2020-08-03,workplaces_avg,-27.14
2020-08-03,residential_avg,11.29
2020-08-04,retail_recreation,-14
2020-08-04,grocery_pharmacy,2
2020-08-04,parks,-9
2020-08-04,transit_stations,-31
2020-08-04,workplaces,-24
2020-08-04,residential,11
2020-08-04,retail_recreation_avg,-17
2020-08-04,grocery_pharmacy_avg,1.29
2020-08-04,parks_avg,-6.71
2020-08-04,transit_stations_avg,-31.86
2020-08-04,workplaces_avg,-27.29
2020-08-04,residential_avg,11.14
2020-08-05,retail_recreation,-13
2020-08-05,grocery_pharmacy,2
2020-08-05,parks,-8
2020-08-05,transit_stations,-32
2020-08-05,workplaces,-24
2020-08-05,residential,11
2020-08-05,retail_recreation_avg,-16.86
2020-08-05,grocery_pharmacy_avg,1.14
2020-08-05,parks_avg,-6.14
2020-08-05,transit_stations_avg,-32.14
2020-08-05,workplaces_avg,-27.29
2020-08-05,residential_avg,11
2020-08-06,retail_recreation,-13
2020-08-06,grocery_pharmacy,3
2020-08-06,parks,-8
2020-08-06,transit_stations,-32
2020-08-06,workplaces,-24
2020-08-06,residential,11
2020-08-06,retail_recreation_avg,-17.71
2020-08-06,grocery_pharmacy_avg,-1
2020-08-06,parks_avg,-7
2020-08-06,transit_stations_avg,-33.86
2020-08-06,workplaces_avg,-27
2020-08-06,residential_avg,11.29
2020-08-07,retail_recreation,-15
2020-08-07,grocery_pharmacy,-1
2020-08-07,parks,-11
2020-08-07,transit_stations,-33
2020-08-07,workplaces,-21
2020-08-07,residential,11
2020-08-07,retail_recreation_avg,-15.71
2020-08-07,grocery_pharmacy_avg,0.71
2020-08-07,parks_avg,-8.29
2020-08-07,transit_stations_avg,-32.14
2020-08-07,workplaces_avg,-21.14
2020-08-07,residential_avg,10.29
2020-08-08,retail_recreation,-15
2020-08-08,grocery_pharmacy,1
2020-08-08,parks,-12
2020-08-08,transit_stations,-29
2020-08-08,workplaces,-12
2020-08-08,residential,8
2020-08-08,retail_recreation_avg,-14.71
2020-08-08,grocery_pharmacy_avg,1.14
2020-08-08,parks_avg,-8.86
2020-08-08,transit_stations_avg,-31
2020-08-08,workplaces_avg,-19.14
2020-08-08,residential_avg,10
2020-08-09,retail_recreation,-17
2020-08-09,grocery_pharmacy,-2
2020-08-09,parks,-10
2020-08-09,transit_stations,-32
2020-08-09,workplaces,-1
2020-08-09,residential,7
2020-08-09,retail_recreation_avg,-14.29
2020-08-09,grocery_pharmacy_avg,1
2020-08-09,parks_avg,-9.14
2020-08-09,transit_stations_avg,-31.43
2020-08-09,workplaces_avg,-18.57
2020-08-09,residential_avg,10
2020-08-10,retail_recreation,-11
2020-08-10,grocery_pharmacy,2
2020-08-10,parks,-6
2020-08-10,transit_stations,-32
2020-08-10,workplaces,-22
2020-08-10,residential,10
2020-08-10,retail_recreation_avg,-14
2020-08-10,grocery_pharmacy_avg,1
2020-08-10,parks_avg,-9.14
2020-08-10,transit_stations_avg,-31.57
2020-08-10,workplaces_avg,-18.29
2020-08-10,residential_avg,9.86
2020-08-11,retail_recreation,-15
2020-08-11,grocery_pharmacy,-2
2020-08-11,parks,-12
2020-08-11,transit_stations,-32
2020-08-11,workplaces,-23
2020-08-11,residential,11
2020-08-11,retail_recreation_avg,-14.14
2020-08-11,grocery_pharmacy_avg,0.43
2020-08-11,parks_avg,-9.57
2020-08-11,transit_stations_avg,-31.71
2020-08-11,workplaces_avg,-18.14
2020-08-11,residential_avg,9.86
2020-08-12,retail_recreation,-12
2020-08-12,grocery_pharmacy,1
2020-08-12,parks,-7
2020-08-12,transit_stations,-32
2020-08-12,workplaces,-23
2020-08-12,residential,10
2020-08-12,retail_recreation_avg,-14
2020-08-12,grocery_pharmacy_avg,0.29
2020-08-12,parks_avg,-9.43
2020-08-12,transit_stations_avg,-31.71
2020-08-12,workplaces_avg,-18
2020-08-12,residential_avg,9.71
2020-08-13,retail_recreation,-15
2020-08-13,grocery_pharmacy,-2
2020-08-13,parks,-9
2020-08-13,transit_stations,-33
2020-08-13,workplaces,-23
2020-08-13,residential,11
2020-08-13,retail_recreation_avg,-14.29
2020-08-13,grocery_pharmacy_avg,-0.43
2020-08-13,parks_avg,-9.57
2020-08-13,transit_stations_avg,-31.86
2020-08-13,workplaces_avg,-17.86
2020-08-13,residential_avg,9.71
2020-08-14,retail_recreation,-14
2020-08-14,grocery_pharmacy,-1
2020-08-14,parks,-12
2020-08-14,transit_stations,-31
2020-08-14,workplaces,-21
2020-08-14,residential,11
2020-08-14,retail_recreation_avg,-14.14
2020-08-14,grocery_pharmacy_avg,-0.43
2020-08-14,parks_avg,-9.71
2020-08-14,transit_stations_avg,-31.57
2020-08-14,workplaces_avg,-17.86
2020-08-14,residential_avg,9.71
2020-08-15,retail_recreation,-14
2020-08-15,grocery_pharmacy,2
2020-08-15,parks,-11
2020-08-15,transit_stations,-24
2020-08-15,workplaces,-12
2020-08-15,residential,7
2020-08-15,retail_recreation_avg,-14
2020-08-15,grocery_pharmacy_avg,-0.29
2020-08-15,parks_avg,-9.57
2020-08-15,transit_stations_avg,-30.86
2020-08-15,workplaces_avg,-17.86
2020-08-15,residential_avg,9.57
2020-08-16,retail_recreation,-15
2020-08-16,grocery_pharmacy,0
2020-08-16,parks,0
2020-08-16,transit_stations,-30
2020-08-16,workplaces,-1
2020-08-16,residential,7
2020-08-16,retail_recreation_avg,-13.71
2020-08-16,grocery_pharmacy_avg,0
2020-08-16,parks_avg,-8.14
2020-08-16,transit_stations_avg,-30.57
2020-08-16,workplaces_avg,-17.86
2020-08-16,residential_avg,9.57
2020-08-17,retail_recreation,-11
2020-08-17,grocery_pharmacy,-2
2020-08-17,parks,32
2020-08-17,transit_stations,-37
2020-08-17,workplaces,-57
2020-08-17,residential,16
2020-08-17,retail_recreation_avg,-13.71
2020-08-17,grocery_pharmacy_avg,-0.57
2020-08-17,parks_avg,-2.71
2020-08-17,transit_stations_avg,-31.29
2020-08-17,workplaces_avg,-22.86
2020-08-17,residential_avg,10.43
2020-08-18,retail_recreation,-14
2020-08-18,grocery_pharmacy,0
2020-08-18,parks,-5
2020-08-18,transit_stations,-31
2020-08-18,workplaces,-22
2020-08-18,residential,10
2020-08-18,retail_recreation_avg,-13.57
2020-08-18,grocery_pharmacy_avg,-0.29
2020-08-18,parks_avg,-1.71
2020-08-18,transit_stations_avg,-31.14
2020-08-18,workplaces_avg,-22.71
2020-08-18,residential_avg,10.29
