date,place_category,change_from_baseline
2020-10-13,parks_avg,-7.86
2020-10-13,transit_stations_avg,-35.14
2020-10-13,workplaces_avg,-20.14
2020-10-13,residential_avg,11.14
2020-10-14,retail_recreation,-16
2020-10-14,grocery_pharmacy,0
2020-10-14,parks,-5
2020-10-14,transit_stations,-35
2020-10-14,workplaces,-23
2020-10-14,residential,12
2020-10-14,retail_recreation_avg,-18.71
2020-10-14,grocery_pharmacy_avg,-1.71
2020-10-14,parks_avg,-7.71
2020-10-14,transit_stations_avg,-35.14
2020-10-14,workplaces_avg,-19.71
2020-10-14,residential_avg,11.57
2020-10-15,retail_recreation,-16
2020-10-15,grocery_pharmacy,2
2020-10-15,parks,-8
2020-10-15,transit_stations,-32
2020-10-15,workplaces,-23
2020-10-15,residential,13
2020-10-15,retail_recreation_avg,-18.43
2020-10-15,grocery_pharmacy_avg,-1.43
2020-10-15,parks_avg,-8.43
2020-10-15,transit_stations_avg,-35.14
2020-10-15,workplaces_avg,-19.43
2020-10-15,residential_avg,11.86
2020-10-16,retail_recreation,-20
2020-10-16,grocery_pharmacy,-3
2020-10-16,parks,-13
2020-10-16,transit_stations,-35
2020-10-16,workplaces,-22
2020-10-16,residential,14
2020-10-16,retail_recreation_avg,-18.43
2020-10-16,grocery_pharmacy_avg,-1.29
2020-10-16,parks_avg,-8.57
2020-10-16,transit_stations_avg,-34.71
2020-10-16,workplaces_avg,-19.29
2020-10-16,residential_avg,12
2020-10-17,retail_recreation,-17
2020-10-17,grocery_pharmacy,3
2020-10-17,parks,-11
2020-10-17,transit_stations,-29
2020-10-17,workplaces,-13
2020-10-17,residential,10
2020-10-17,retail_recreation_avg,-17.71
2020-10-17,grocery_pharmacy_avg,-0.29
2020-10-17,parks_avg,-7.71
2020-10-17,transit_stations_avg,-33.86
2020-10-17,workplaces_avg,-19.14
2020-10-17,residential_avg,11.86
2020-10-18,retail_recreation,-19
2020-10-18,grocery_pharmacy,-1
2020-10-18,parks,-6
2020-10-18,transit_stations,-31
2020-10-18,workplaces,-5
2020-10-18,residential,10
2020-10-18,retail_recreation_avg,-17.71
2020-10-18,grocery_pharmacy_avg,-0.29
2020-10-18,parks_avg,-7.86
2020-10-18,transit_stations_avg,-33.29
2020-10-18,workplaces_avg,-19.14
2020-10-18,residential_avg,12
2020-10-19,retail_recreation,-20
2020-10-19,grocery_pharmacy,-3
2020-10-19,parks,-12
2020-10-19,transit_stations,-34
2020-10-19,workplaces,-23
2020-10-19,residential,13
2020-10-19,retail_recreation_avg,-18.14
2020-10-19,grocery_pharmacy_avg,-0.57
2020-10-19,parks_avg,-8.71
2020-10-19,transit_stations_avg,-33.14
2020-10-19,workplaces_avg,-19.14
2020-10-19,residential_avg,12.14
2020-10-20,retail_recreation,-19
2020-10-20,grocery_pharmacy,-2
2020-10-20,parks,-10
2020-10-20,transit_stations,-32
2020-10-20,workplaces,-24
2020-10-20,residential,12
2020-10-20,retail_recreation_avg,-18.14
2020-10-20,grocery_pharmacy_avg,-0.57
2020-10-20,parks_avg,-9.29
2020-10-20,transit_stations_avg,-32.57
2020-10-20,workplaces_avg,-19
2020-10-20,residential_avg,12
2020-10-21,retail_recreation,-20
2020-10-21,grocery_pharmacy,-4
2020-10-21,parks,-12
2020-10-21,transit_stations,-34
2020-10-21,workplaces,-24
2020-10-21,residential,11
2020-10-21,retail_recreation_avg,-18.71
2020-10-21,grocery_pharmacy_avg,-1.14
2020-10-21,parks_avg,-10.29
2020-10-21,transit_stations_avg,-32.43
2020-10-21,workplaces_avg,-19.14
2020-10-21,residential_avg,11.86
2020-10-22,retail_recreation,-17
2020-10-22,grocery_pharmacy,1
2020-10-22,parks,-9
2020-10-22,transit_stations,-31
2020-10-22,workplaces,-25
2020-10-22,residential,9
2020-10-22,retail_recreation_avg,-18.86
2020-10-22,grocery_pharmacy_avg,-1.29
2020-10-22,parks_avg,-10.43
2020-10-22,transit_stations_avg,-32.29
2020-10-22,workplaces_avg,-19.43
2020-10-22,residential_avg,11.29
2020-10-23,retail_recreation,-18
2020-10-23,grocery_pharmacy,-1
2020-10-23,parks,-14
2020-10-23,transit_stations,-32
2020-10-23,workplaces,-23
2020-10-23,residential,9
2020-10-23,retail_recreation_avg,-18.57
2020-10-23,grocery_pharmacy_avg,-1
2020-10-23,parks_avg,-10.57
2020-10-23,transit_stations_avg,-31.86
2020-10-23,workplaces_avg,-19.57
2020-10-23,residential_avg,10.57
2020-10-24,retail_recreation,-18
2020-10-24,grocery_pharmacy,1
2020-10-24,parks,-13
2020-10-24,transit_stations,-28
2020-10-24,workplaces,-14
2020-10-24,residential,6
2020-10-24,retail_recreation_avg,-18.71
2020-10-24,grocery_pharmacy_avg,-1.29
2020-10-24,parks_avg,-10.86
2020-10-24,transit_stations_avg,-31.71
2020-10-24,workplaces_avg,-19.71
2020-10-24,residential_avg,10
2020-10-25,retail_recreation,-19
2020-10-25,grocery_pharmacy,-1
2020-10-25,parks,-9
2020-10-25,transit_stations,-30
2020-10-25,workplaces,-8
2020-10-25,residential,6
2020-10-25,retail_recreation_avg,-18.71
2020-10-25,grocery_pharmacy_avg,-1.29
2020-10-25,parks_avg,-11.29
2020-10-25,transit_stations_avg,-31.57
2020-10-25,workplaces_avg,-20.14
2020-10-25,residential_avg,9.43
2020-10-26,retail_recreation,-17
2020-10-26,grocery_pharmacy,-1
2020-10-26,parks,-11
2020-10-26,transit_stations,-32
2020-10-26,workplaces,-24
2020-10-26,residential,8
2020-10-26,retail_recreation_avg,-18.29
2020-10-26,grocery_pharmacy_avg,-1
2020-10-26,parks_avg,-11.14
2020-10-26,transit_stations_avg,-31.29
2020-10-26,workplaces_avg,-20.29
2020-10-26,residential_avg,8.71
2020-10-27,retail_recreation,-16
2020-10-27,grocery_pharmacy,4
2020-10-27,parks,-9
2020-10-27,transit_stations,-25
2020-10-27,workplaces,-25
2020-10-27,residential,7
2020-10-27,retail_recreation_avg,-17.86
2020-10-27,grocery_pharmacy_avg,-0.14
2020-10-27,parks_avg,-11
2020-10-27,transit_stations_avg,-30.29
2020-10-27,workplaces_avg,-20.43
2020-10-27,residential_avg,8
2020-10-28,retail_recreation,-10
2020-10-28,grocery_pharmacy,10
2020-10-28,parks,6
2020-10-28,transit_stations,-20
2020-10-28,workplaces,-39
2020-10-28,residential,8
2020-10-28,retail_recreation_avg,-16.43
2020-10-28,grocery_pharmacy_avg,1.86
2020-10-28,parks_avg,-8.43
2020-10-28,transit_stations_avg,-28.29
2020-10-28,workplaces_avg,-22.57
2020-10-28,residential_avg,7.57
2020-10-29,retail_recreation,-9
2020-10-29,grocery_pharmacy,6
2020-10-29,parks,28
2020-10-29,transit_stations,-25
2020-10-29,workplaces,-58
2020-10-29,residential,12
2020-10-29,retail_recreation_avg,-15.29
2020-10-29,grocery_pharmacy_avg,2.57
2020-10-29,parks_avg,-3.14
2020-10-29,transit_stations_avg,-27.43
2020-10-29,workplaces_avg,-27.29
2020-10-29,residential_avg,8
2020-10-30,retail_recreation,-16
2020-10-30,grocery_pharmacy,-2
2020-10-30,parks,1
2020-10-30,transit_stations,-34
2020-10-30,workplaces,-42
2020-10-30,residential,11
2020-10-30,retail_recreation_avg,-15
2020-10-30,grocery_pharmacy_avg,2.43
2020-10-30,parks_avg,-1
2020-10-30,transit_stations_avg,-27.71
2020-10-30,workplaces_avg,-30
2020-10-30,residential_avg,8.29
2020-10-31,retail_recreation,-23
2020-10-31,grocery_pharmacy,-8
2020-10-31,parks,-13
2020-10-31,transit_stations,-29
2020-10-31,workplaces,-21
2020-10-31,residential,7
2020-10-31,retail_recreation_avg,-15.71
2020-10-31,grocery_pharmacy_avg,1.14
2020-10-31,parks_avg,-1
2020-10-31,transit_stations_avg,-27.86
2020-10-31,workplaces_avg,-31
2020-10-31,residential_avg,8.43
2020-11-01,retail_recreation,-18
2020-11-01,grocery_pharmacy,0
2020-11-01,parks,-6
2020-11-01,transit_stations,-21
2020-11-01,workplaces,-10
2020-11-01,residential,5
2020-11-01,retail_recreation_avg,-15.57
2020-11-01,grocery_pharmacy_avg,1.29
2020-11-01,parks_avg,-0.57
2020-11-01,transit_stations_avg,-26.57
2020-11-01,workplaces_avg,-31.29
2020-11-01,residential_avg,8.29
2020-11-02,retail_recreation,-15
2020-11-02,grocery_pharmacy,2
2020-11-02,parks,-12
2020-11-02,transit_stations,-27
2020-11-02,workplaces,-24
2020-11-02,residential,7
2020-11-02,retail_recreation_avg,-15.29
2020-11-02,grocery_pharmacy_avg,1.71
2020-11-02,parks_avg,-0.71
2020-11-02,transit_stations_avg,-25.86
2020-11-02,workplaces_avg,-31.29
2020-11-02,residential_avg,8.14
2020-11-03,retail_recreation,-15
2020-11-03,grocery_pharmacy,2
2020-11-03,parks,-13
2020-11-03,transit_stations,-28
2020-11-03,workplaces,-25
2020-11-03,residential,7
2020-11-03,retail_recreation_avg,-15.14
2020-11-03,grocery_pharmacy_avg,1.43
2020-11-03,parks_avg,-1.29
2020-11-03,transit_stations_avg,-26.29
2020-11-03,workplaces_avg,-31.29
2020-11-03,residential_avg,8.14
2020-11-04,retail_recreation,-14
2020-11-04,grocery_pharmacy,2
2020-11-04,parks,-10
2020-11-04,transit_stations,-30
2020-11-04,workplaces,-25
2020-11-04,residential,8
2020-11-04,retail_recreation_avg,-15.71
2020-11-04,grocery_pharmacy_avg,0.29
2020-11-04,parks_avg,-3.57
2020-11-04,transit_stations_avg,-27.71
2020-11-04,workplaces_avg,-29.29
2020-11-04,residential_avg,8.14
2020-11-05,retail_recreation,-16
2020-11-05,grocery_pharmacy,0
2020-11-05,parks,-14
2020-11-05,transit_stations,-32
2020-11-05,workplaces,-26
2020-11-05,residential,8
2020-11-05,retail_recreation_avg,-16.71
2020-11-05,grocery_pharmacy_avg,-0.57
2020-11-05,parks_avg,-9.57
2020-11-05,transit_stations_avg,-28.71
2020-11-05,workplaces_avg,-24.71
2020-11-05,residential_avg,7.57
2020-11-06,retail_recreation,-16
2020-11-06,grocery_pharmacy,0
2020-11-06,parks,-13
2020-11-06,transit_stations,-31
2020-11-06,workplaces,-24
2020-11-06,residential,8
2020-11-06,retail_recreation_avg,-16.71
2020-11-06,grocery_pharmacy_avg,-0.29
2020-11-06,parks_avg,-11.57
2020-11-06,transit_stations_avg,-28.29
2020-11-06,workplaces_avg,-22.14
2020-11-06,residential_avg,7.14
2020-11-07,retail_recreation,-15
2020-11-07,grocery_pharmacy,0
2020-11-07,parks,-12
2020-11-07,transit_stations,-27
2020-11-07,workplaces,-16
2020-11-07,residential,6
2020-11-07,retail_recreation_avg,-15.57
2020-11-07,grocery_pharmacy_avg,0.86
2020-11-07,parks_avg,-11.43
2020-11-07,transit_stations_avg,-28
2020-11-07,workplaces_avg,-21.43
2020-11-07,residential_avg,7
2020-11-08,retail_recreation,-17
2020-11-08,grocery_pharmacy,-1
2020-11-08,parks,-6
2020-11-08,transit_stations,-28
2020-11-08,workplaces,-10
2020-11-08,residential,6
2020-11-08,retail_recreation_avg,-15.43
2020-11-08,grocery_pharmacy_avg,0.71
2020-11-08,parks_avg,-11.43
2020-11-08,transit_stations_avg,-29
2020-11-08,workplaces_avg,-21.43
2020-11-08,residential_avg,7.14
2020-11-09,retail_recreation,-16
2020-11-09,grocery_pharmacy,0
2020-11-09,parks,-10
2020-11-09,transit_stations,-31
2020-11-09,workplaces,-25
2020-11-09,residential,8
2020-11-09,retail_recreation_avg,-15.57
2020-11-09,grocery_pharmacy_avg,0.43
2020-11-09,parks_avg,-11.14
2020-11-09,transit_stations_avg,-29.57
2020-11-09,workplaces_avg,-21.57
2020-11-09,residential_avg,7.29
2020-11-10,retail_recreation,-16
2020-11-10,grocery_pharmacy,0
2020-11-10,parks,-10
2020-11-10,transit_stations,-29
2020-11-10,workplaces,-26
2020-11-10,residential,8
2020-11-10,retail_recreation_avg,-15.71
2020-11-10,grocery_pharmacy_avg,0.14
2020-11-10,parks_avg,-10.71
2020-11-10,transit_stations_avg,-29.71
2020-11-10,workplaces_avg,-21.71
2020-11-10,residential_avg,7.43
2020-11-11,retail_recreation,-14
2020-11-11,grocery_pharmacy,2
2020-11-11,parks,-9
2020-11-11,transit_stations,-30
2020-11-11,workplaces,-25
2020-11-11,residential,8
2020-11-11,retail_recreation_avg,-15.71
2020-11-11,grocery_pharmacy_avg,0.14
2020-11-11,parks_avg,-10.57
2020-11-11,transit_stations_avg,-29.71
2020-11-11,workplaces_avg,-21.71
2020-11-11,residential_avg,7.43
2020-11-12,retail_recreation,-14
2020-11-12,grocery_pharmacy,1
2020-11-12,parks,-9
2020-11-12,transit_stations,-30
2020-11-12,workplaces,-25
2020-11-12,residential,8
2020-11-12,retail_recreation_avg,-15.43
2020-11-12,grocery_pharmacy_avg,0.29
2020-11-12,parks_avg,-9.86
2020-11-12,transit_stations_avg,-29.43
2020-11-12,workplaces_avg,-21.57
2020-11-12,residential_avg,7.43
2020-11-13,retail_recreation,-16
2020-11-13,grocery_pharmacy,-2
2020-11-13,parks,-13
2020-11-13,transit_stations,-30
2020-11-13,workplaces,-23
2020-11-13,residential,9
2020-11-13,retail_recreation_avg,-15.43
2020-11-13,grocery_pharmacy_avg,0
2020-11-13,parks_avg,-9.86
2020-11-13,transit_stations_avg,-29.29
2020-11-13,workplaces_avg,-21.43
2020-11-13,residential_avg,7.57
2020-11-14,retail_recreation,-16
2020-11-14,grocery_pharmacy,-1
2020-11-14,parks,-14
2020-11-14,transit_stations,-27
2020-11-14,workplaces,-15
2020-11-14,residential,6
2020-11-14,retail_recreation_avg,-15.57
2020-11-14,grocery_pharmacy_avg,-0.14
2020-11-14,parks_avg,-10.14
2020-11-14,transit_stations_avg,-29.29
2020-11-14,workplaces_avg,-21.29
2020-11-14,residential_avg,7.57
2020-11-15,retail_recreation,-17
2020-11-15,grocery_pharmacy,-2
2020-11-15,parks,-7
2020-11-15,transit_stations,-28
2020-11-15,workplaces,-10
2020-11-15,residential,5
2020-11-15,retail_recreation_avg,-15.57
2020-11-15,grocery_pharmacy_avg,-0.29
2020-11-15,parks_avg,-10.29
2020-11-15,transit_stations_avg,-29.29
2020-11-15,workplaces_avg,-21.29
2020-11-15,residential_avg,7.43
2020-11-16,retail_recreation,-16
2020-11-16,grocery_pharmacy,-1
2020-11-16,parks,-11
2020-11-16,transit_stations,-31
2020-11-16,workplaces,-24
2020-11-16,residential,8
2020-11-16,retail_recreation_avg,-15.57
2020-11-16,grocery_pharmacy_avg,-0.43
2020-11-16,parks_avg,-10.43
2020-11-16,transit_stations_avg,-29.29
2020-11-16,workplaces_avg,-21.14
2020-11-16,residential_avg,7.43
2020-11-17,retail_recreation,-17
2020-11-17,grocery_pharmacy,-1
2020-11-17,parks,-11
2020-11-17,transit_stations,-31
2020-11-17,workplaces,-25
2020-11-17,residential,8
2020-11-17,retail_recreation_avg,-15.71
2020-11-17,grocery_pharmacy_avg,-0.57
2020-11-17,parks_avg,-10.57
2020-11-17,transit_stations_avg,-29.57
2020-11-17,workplaces_avg,-21
2020-11-17,residential_avg,7.43
2020-11-18,retail_recreation,-16
2020-11-18,grocery_pharmacy,0
2020-11-18,parks,-9
2020-11-18,transit_stations,-31
2020-11-18,workplaces,-25
2020-11-18,residential,8
2020-11-18,retail_recreation_avg,-16
2020-11-18,grocery_pharmacy_avg,-0.86
2020-11-18,parks_avg,-10.57
2020-11-18,transit_stations_avg,-29.71
2020-11-18,workplaces_avg,-21
2020-11-18,residential_avg,7.43
2020-11-19,retail_recreation,-17
2020-11-19,grocery_pharmacy,-1
2020-11-19,parks,-15
2020-11-19,transit_stations,-31
2020-11-19,workplaces,-25
2020-11-19,residential,8
2020-11-19,retail_recreation_avg,-16.43
2020-11-19,grocery_pharmacy_avg,-1.14
2020-11-19,parks_avg,-11.43
2020-11-19,transit_stations_avg,-29.86
2020-11-19,workplaces_avg,-21
2020-11-19,residential_avg,7.43
2020-11-20,retail_recreation,-17
2020-11-20,grocery_pharmacy,-2
2020-11-20,parks,-16
2020-11-20,transit_stations,-31
2020-11-20,workplaces,-23
2020-11-20,residential,9
2020-11-20,retail_recreation_avg,-16.57
2020-11-20,grocery_pharmacy_avg,-1.14
2020-11-20,parks_avg,-11.86
2020-11-20,transit_stations_avg,-30
2020-11-20,workplaces_avg,-21
2020-11-20,residential_avg,7.43
2020-11-21,retail_recreation,-17
2020-11-21,grocery_pharmacy,-1
2020-11-21,parks,-17
2020-11-21,transit_stations,-28
2020-11-21,workplaces,-16
2020-11-21,residential,6
2020-11-21,retail_recreation_avg,-16.71
2020-11-21,grocery_pharmacy_avg,-1.14
2020-11-21,parks_avg,-12.29
2020-11-21,transit_stations_avg,-30.14
2020-11-21,workplaces_avg,-21.14
2020-11-21,residential_avg,7.43
2020-11-22,retail_recreation,-19
2020-11-22,grocery_pharmacy,-4
2020-11-22,parks,-14
2020-11-22,transit_stations,-30
2020-11-22,workplaces,-11
2020-11-22,residential,6
2020-11-22,retail_recreation_avg,-17
2020-11-22,grocery_pharmacy_avg,-1.43
2020-11-22,parks_avg,-13.29
2020-11-22,transit_stations_avg,-30.43
2020-11-22,workplaces_avg,-21.29
2020-11-22,residential_avg,7.57
2020-11-23,retail_recreation,-19
2020-11-23,grocery_pharmacy,-6
2020-11-23,parks,-18
2020-11-23,transit_stations,-33
2020-11-23,workplaces,-25
2020-11-23,residential,8
2020-11-23,retail_recreation_avg,-17.43
2020-11-23,grocery_pharmacy_avg,-2.14
2020-11-23,parks_avg,-14.29
2020-11-23,transit_stations_avg,-30.71
2020-11-23,workplaces_avg,-21.43
2020-11-23,residential_avg,7.57
2020-11-24,retail_recreation,-19
2020-11-24,grocery_pharmacy,-4
2020-11-24,parks,-17
2020-11-24,transit_stations,-32
2020-11-24,workplaces,-26
2020-11-24,residential,8
2020-11-24,retail_recreation_avg,-17.71
2020-11-24,grocery_pharmacy_avg,-2.57
2020-11-24,parks_avg,-15.14
2020-11-24,transit_stations_avg,-30.86
2020-11-24,workplaces_avg,-21.57
2020-11-24,residential_avg,7.57
2020-11-25,retail_recreation,-16
2020-11-25,grocery_pharmacy,1
2020-11-25,parks,-14
2020-11-25,transit_stations,-30
2020-11-25,workplaces,-25
2020-11-25,residential,8
2020-11-25,retail_recreation_avg,-17.71
2020-11-25,grocery_pharmacy_avg,-2.43
2020-11-25,parks_avg,-15.86
2020-11-25,transit_stations_avg,-30.71
2020-11-25,workplaces_avg,-21.57
2020-11-25,residential_avg,7.57
2020-11-26,retail_recreation,-14
2020-11-26,grocery_pharmacy,3
2020-11-26,parks,-13
2020-11-26,transit_stations,-28
2020-11-26,workplaces,-24
2020-11-26,residential,8
2020-11-26,retail_recreation_avg,-17.29
2020-11-26,grocery_pharmacy_avg,-1.86
2020-11-26,parks_avg,-15.57
2020-11-26,transit_stations_avg,-30.29
2020-11-26,workplaces_avg,-21.43
2020-11-26,residential_avg,7.57
2020-11-27,retail_recreation,-17
2020-11-27,grocery_pharmacy,-2
2020-11-27,parks,-17
2020-11-27,transit_stations,-30
2020-11-27,workplaces,-23
2020-11-27,residential,8
2020-11-27,retail_recreation_avg,-17.29
2020-11-27,grocery_pharmacy_avg,-1.86
2020-11-27,parks_avg,-15.71
2020-11-27,transit_stations_avg,-30.14
2020-11-27,workplaces_avg,-21.43
2020-11-27,residential_avg,7.43
2020-11-28,retail_recreation,-17
2020-11-28,grocery_pharmacy,0
2020-11-28,parks,-20
2020-11-28,transit_stations,-26
2020-11-28,workplaces,-15
2020-11-28,residential,6
2020-11-28,retail_recreation_avg,-17.29
2020-11-28,grocery_pharmacy_avg,-1.71
2020-11-28,parks_avg,-16.14
2020-11-28,transit_stations_avg,-29.86
2020-11-28,workplaces_avg,-21.29
2020-11-28,residential_avg,7.43
2020-11-29,retail_recreation,-19
2020-11-29,grocery_pharmacy,-3
2020-11-29,parks,-16
2020-11-29,transit_stations,-28
2020-11-29,workplaces,-9
2020-11-29,residential,6
2020-11-29,retail_recreation_avg,-17.29
2020-11-29,grocery_pharmacy_avg,-1.57
2020-11-29,parks_avg,-16.43
2020-11-29,transit_stations_avg,-29.57
2020-11-29,workplaces_avg,-21
2020-11-29,residential_avg,7.43
2020-11-30,retail_recreation,-14
2020-11-30,grocery_pharmacy,4
2020-11-30,parks,-14
2020-11-30,transit_stations,-30
2020-11-30,workplaces,-24
2020-11-30,residential,7
2020-11-30,retail_recreation_avg,-16.57
2020-11-30,grocery_pharmacy_avg,-0.14
2020-11-30,parks_avg,-15.86
2020-11-30,transit_stations_avg,-29.14
2020-11-30,workplaces_avg,-20.86
2020-11-30,residential_avg,7.29
2020-12-01,retail_recreation,-14
2020-12-01,grocery_pharmacy,7
2020-12-01,parks,-14
2020-12-01,transit_stations,-28
2020-12-01,workplaces,-25
2020-12-01,residential,7
2020-12-01,retail_recreation_avg,-15.86
2020-12-01,grocery_pharmacy_avg,1.43
2020-12-01,parks_avg,-15.43
2020-12-01,transit_stations_avg,-28.57
2020-12-01,workplaces_avg,-20.71
2020-12-01,residential_avg,7.14
2020-12-02,retail_recreation,-13
2020-12-02,grocery_pharmacy,7
2020-12-02,parks,-12
2020-12-02,transit_stations,-29
2020-12-02,workplaces,-24
2020-12-02,residential,7
2020-12-02,retail_recreation_avg,-15.43
2020-12-02,grocery_pharmacy_avg,2.29
2020-12-02,parks_avg,-15.14
2020-12-02,transit_stations_avg,-28.43
2020-12-02,workplaces_avg,-20.57
2020-12-02,residential_avg,7
2020-12-03,retail_recreation,-13
2020-12-03,grocery_pharmacy,5
2020-12-03,parks,-13
2020-12-03,transit_stations,-30
2020-12-03,workplaces,-24
2020-12-03,residential,8
2020-12-03,retail_recreation_avg,-15.29
2020-12-03,grocery_pharmacy_avg,2.57
2020-12-03,parks_avg,-15.14
2020-12-03,transit_stations_avg,-28.71
2020-12-03,workplaces_avg,-20.57
2020-12-03,residential_avg,7
2020-12-04,retail_recreation,-15
2020-12-04,grocery_pharmacy,2
2020-12-04,parks,-18
2020-12-04,transit_stations,-30
2020-12-04,workplaces,-23
2020-12-04,residential,8
2020-12-04,retail_recreation_avg,-15
2020-12-04,grocery_pharmacy_avg,3.14
2020-12-04,parks_avg,-15.29
2020-12-04,transit_stations_avg,-28.71
2020-12-04,workplaces_avg,-20.57
2020-12-04,residential_avg,7
2020-12-05,retail_recreation,-17
2020-12-05,grocery_pharmacy,1
2020-12-05,parks,-21
2020-12-05,transit_stations,-26
2020-12-05,workplaces,-15
2020-12-05,residential,6
2020-12-05,retail_recreation_avg,-15
2020-12-05,grocery_pharmacy_avg,3.29
2020-12-05,parks_avg,-15.43
2020-12-05,transit_stations_avg,-28.71
2020-12-05,workplaces_avg,-20.57
2020-12-05,residential_avg,7
2020-12-06,retail_recreation,-18
2020-12-06,grocery_pharmacy,-2
2020-12-06,parks,-20
2020-12-06,transit_stations,-30
2020-12-06,workplaces,-11
2020-12-06,residential,7
2020-12-06,retail_recreation_avg,-14.86
2020-12-06,grocery_pharmacy_avg,3.43
2020-12-06,parks_avg,-16
2020-12-06,transit_stations_avg,-29
2020-12-06,workplaces_avg,-20.86
2020-12-06,residential_avg,7.14
2020-12-07,retail_recreation,-16
2020-12-07,grocery_pharmacy,1
2020-12-07,parks,-16
2020-12-07,transit_stations,-31
2020-12-07,workplaces,-26
2020-12-07,residential,8
2020-12-07,retail_recreation_avg,-15.14
2020-12-07,grocery_pharmacy_avg,3
2020-12-07,parks_avg,-16.29
2020-12-07,transit_stations_avg,-29.14
2020-12-07,workplaces_avg,-21.14
2020-12-07,residential_avg,7.29
2020-12-08,retail_recreation,-13
2020-12-08,grocery_pharmacy,5
2020-12-08,parks,-11
2020-12-08,transit_stations,-28
2020-12-08,workplaces,-25
2020-12-08,residential,6
2020-12-08,retail_recreation_avg,-15
2020-12-08,grocery_pharmacy_avg,2.71
2020-12-08,parks_avg,-15.86
2020-12-08,transit_stations_avg,-29.14
2020-12-08,workplaces_avg,-21.14
2020-12-08,residential_avg,7.14
2020-12-09,retail_recreation,-14
2020-12-09,grocery_pharmacy,1
2020-12-09,parks,-4
2020-12-09,transit_stations,-36
2020-12-09,workplaces,-56
2020-12-09,residential,15
2020-12-09,retail_recreation_avg,-15.14
2020-12-09,grocery_pharmacy_avg,1.86
2020-12-09,parks_avg,-14.71
2020-12-09,transit_stations_avg,-30.14
2020-12-09,workplaces_avg,-25.71
2020-12-09,residential_avg,8.29
2020-12-10,retail_recreation,-14
2020-12-10,grocery_pharmacy,6
2020-12-10,parks,-9
2020-12-10,transit_stations,-26
2020-12-10,workplaces,-22
2020-12-10,residential,9
2020-12-10,retail_recreation_avg,-15.29
2020-12-10,grocery_pharmacy_avg,2
2020-12-10,parks_avg,-14.14
2020-12-10,transit_stations_avg,-29.57
2020-12-10,workplaces_avg,-25.43
2020-12-10,residential_avg,8.43
2020-12-11,retail_recreation,-16
2020-12-11,grocery_pharmacy,1
2020-12-11,parks,-14
2020-12-11,transit_stations,-28
2020-12-11,workplaces,-21
2020-12-11,residential,12
2020-12-11,retail_recreation_avg,-15.43
2020-12-11,grocery_pharmacy_avg,1.86
2020-12-11,parks_avg,-13.57
2020-12-11,transit_stations_avg,-29.29
2020-12-11,workplaces_avg,-25.14
2020-12-11,residential_avg,9
2020-12-12,retail_recreation,-19
2020-12-12,grocery_pharmacy,1
2020-12-12,parks,-20
2020-12-12,transit_stations,-24
2020-12-12,workplaces,-13
2020-12-12,residential,9
2020-12-12,retail_recreation_avg,-15.71
2020-12-12,grocery_pharmacy_avg,1.86
2020-12-12,parks_avg,-13.43
2020-12-12,transit_stations_avg,-29
2020-12-12,workplaces_avg,-24.86
2020-12-12,residential_avg,9.43
2020-12-13,retail_recreation,-18
2020-12-13,grocery_pharmacy,-1
2020-12-13,parks,-12
2020-12-13,transit_stations,-24
2020-12-13,workplaces,-5
2020-12-13,residential,9
2020-12-13,retail_recreation_avg,-15.71
2020-12-13,grocery_pharmacy_avg,2
2020-12-13,parks_avg,-12.29
2020-12-13,transit_stations_avg,-28.14
2020-12-13,workplaces_avg,-24
2020-12-13,residential_avg,9.71
2020-12-14,retail_recreation,-15
2020-12-14,grocery_pharmacy,2
2020-12-14,parks,-9
2020-12-14,transit_stations,-27
2020-12-14,workplaces,-22
2020-12-14,residential,11
2020-12-14,retail_recreation_avg,-15.57
2020-12-14,grocery_pharmacy_avg,2.14
2020-12-14,parks_avg,-11.29
2020-12-14,transit_stations_avg,-27.57
2020-12-14,workplaces_avg,-23.43
2020-12-14,residential_avg,10.14
2020-12-15,retail_recreation,-15
2020-12-15,grocery_pharmacy,3
2020-12-15,parks,-9
2020-12-15,transit_stations,-25
2020-12-15,workplaces,-24
2020-12-15,residential,11
2020-12-15,retail_recreation_avg,-15.86
2020-12-15,grocery_pharmacy_avg,1.86
2020-12-15,parks_avg,-11
2020-12-15,transit_stations_avg,-27.14
2020-12-15,workplaces_avg,-23.29
2020-12-15,residential_avg,10.86
2020-12-16,retail_recreation,-14
2020-12-16,grocery_pharmacy,4
2020-12-16,parks,-7
2020-12-16,transit_stations,-25
2020-12-16,workplaces,-23
2020-12-16,residential,11
2020-12-16,retail_recreation_avg,-15.86
2020-12-16,grocery_pharmacy_avg,2.29
2020-12-16,parks_avg,-11.43
2020-12-16,transit_stations_avg,-25.57
2020-12-16,workplaces_avg,-18.57
2020-12-16,residential_avg,10.29
2020-12-17,retail_recreation,-15
2020-12-17,grocery_pharmacy,3
2020-12-17,parks,-10
2020-12-17,transit_stations,-23
2020-12-17,workplaces,-23
2020-12-17,residential,11
2020-12-17,retail_recreation_avg,-16
2020-12-17,grocery_pharmacy_avg,1.86
2020-12-17,parks_avg,-11.57
2020-12-17,transit_stations_avg,-25.14
2020-12-17,workplaces_avg,-18.71
2020-12-17,residential_avg,10.57
2020-12-18,retail_recreation,-16
